Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
28080675,05/20/2014 12:34:12 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,15 WEST 18 STREET,WEST 18 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Open,07/04/2014 12:34:12 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/28/2014 12:54:03 PM,05 MANHATTAN,MANHATTAN,986301,208460,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.738850938975375,-73.99259885385055,"(40.738850938975375, -73.99259885385055)"
28086970,05/20/2014 12:24:58 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10009,536 EAST 5 STREET,EAST 5 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,N/A,Open,07/04/2014 12:24:58 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/28/2014 12:52:58 PM,03 MANHATTAN,MANHATTAN,988834,203216,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72445649513318,-73.98346195702884,"(40.72445649513318, -73.98346195702884)"
28083770,05/20/2014 09:06:44 AM,05/28/2014 12:56:12 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10009,210 1 AVENUE,1 AVENUE,EAST 12 STREET,EAST 13 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,06/03/2014 09:06:44 AM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/28/2014 12:56:12 PM,03 MANHATTAN,MANHATTAN,988895,205382,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73040160546891,-73.98324038762311,"(40.73040160546891, -73.98324038762311)"
28076558,05/19/2014 10:50:05 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10016,493 2 AVENUE,2 AVENUE,EAST 27 STREET,EAST 28 STREET,,,ADDRESS,NEW YORK,,N/A,Open,07/03/2014 10:50:05 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/20/2014 09:25:43 AM,06 MANHATTAN,MANHATTAN,990124,209165,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.740784275978534,-73.97880273311988,"(40.740784275978534, -73.97880273311988)"
28078765,05/19/2014 12:53:22 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10128,1737 YORK AVENUE,YORK AVENUE,EAST 90 STREET,EAST 91 STREET,,,ADDRESS,NEW YORK,,N/A,Open,07/03/2014 12:53:22 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/23/2014 12:17:15 PM,08 MANHATTAN,MANHATTAN,999464,223005,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77876038639597,-73.94506653746625,"(40.77876038639597, -73.94506653746625)"
28075998,05/19/2014 10:46:14 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10013,176 CHURCH STREET,CHURCH STREET,READE STREET,DUANE STREET,,,ADDRESS,NEW YORK,,N/A,Open,07/03/2014 10:46:14 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/23/2014 12:11:53 PM,01 MANHATTAN,MANHATTAN,982185,199976,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.715564422330885,-74.00744906249226,"(40.715564422330885, -74.00744906249226)"
28073284,05/19/2014 09:16:10 AM,05/19/2014 10:13:57 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10012,38 MACDOUGAL STREET,MACDOUGAL STREET,CHARLTON STREET,KING STREET,,,ADDRESS,NEW YORK,,N/A,Closed,06/02/2014 09:16:10 AM,The Department of Health and Mental Hygiene could not confirm a case of food poisoning because this complaint was submitted anonymously.  The location will be inspected according to its normal schedule for sanitary inspections.,05/19/2014 10:13:57 AM,02 MANHATTAN,MANHATTAN,983442,204182,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72710908118029,-74.00291519863454,"(40.72710908118029, -74.00291519863454)"
28072298,05/18/2014 11:18:05 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10021,205 EAST 75 STREET,EAST 75 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,07/02/2014 11:18:05 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/23/2014 11:58:43 AM,08 MANHATTAN,MANHATTAN,995668,220370,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77153372264386,-73.95877729769664,"(40.77153372264386, -73.95877729769664)"
28068921,05/18/2014 07:44:48 PM,05/23/2014 11:57:39 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10025,929 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 105 STREET,WEST 106 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,06/01/2014 07:44:48 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/23/2014 11:57:39 AM,07 MANHATTAN,MANHATTAN,994470,230348,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79892213493039,-73.963087287577,"(40.79892213493039, -73.963087287577)"
28068922,05/18/2014 04:04:20 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10013,80 LAFAYETTE STREET,LAFAYETTE STREET,FRANKLIN STREET,WHITE STREET,,,ADDRESS,NEW YORK,,N/A,Open,07/02/2014 04:04:20 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/19/2014 09:53:38 AM,01 MANHATTAN,MANHATTAN,983755,200524,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.717068778215214,-74.00178565092229,"(40.717068778215214, -74.00178565092229)"
28067775,05/17/2014 11:13:16 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10031,3431 BROADWAY,BROADWAY,WEST 139 STREET,WEST 140 STREET,,,ADDRESS,NEW YORK,,N/A,Open,07/01/2014 11:13:16 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/19/2014 09:44:40 AM,09 MANHATTAN,MANHATTAN,997277,239141,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82305278035175,-73.9529318700408,"(40.82305278035175, -73.9529318700408)"
28056895,05/16/2014 03:24:33 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10027,2349 FREDERICK DOUGLAS BOULEVARD,FREDERICK DOUGLAS BOULEVARD,WEST 125 STREET,WEST 126 STREET,,,ADDRESS,NEW YORK,,N/A,Open,06/30/2014 03:24:33 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/16/2014 04:08:33 PM,10 MANHATTAN,MANHATTAN,997880,234658,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.810747295063926,-73.95076226296143,"(40.810747295063926, -73.95076226296143)"
28058806,05/16/2014 02:23:53 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10023,283 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 73 STREET,WEST 74 STREET,,,ADDRESS,NEW YORK,,N/A,Open,06/30/2014 02:23:53 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/16/2014 04:06:21 PM,07 MANHATTAN,MANHATTAN,990302,222825,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.778277355644846,-73.97814809482813,"(40.778277355644846, -73.97814809482813)"
28059890,05/16/2014 12:13:35 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10004,15 WILLIAM STREET,WILLIAM STREET,BEAVER STREET,EXCHANGE PLACE,,,ADDRESS,NEW YORK,,N/A,Open,06/30/2014 12:13:35 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/23/2014 11:41:09 AM,01 MANHATTAN,MANHATTAN,981478,196203,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70520823975513,-74.00999786605462,"(40.70520823975513, -74.00999786605462)"
28055200,05/16/2014 11:13:57 AM,05/23/2014 11:42:17 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10010,46 WEST 21 STREET,WEST 21 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,05/30/2014 11:13:57 AM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/23/2014 11:42:17 AM,05 MANHATTAN,MANHATTAN,986457,209205,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.740895741374395,-73.99203567485893,"(40.740895741374395, -73.99203567485893)"
28058827,05/16/2014 09:47:44 AM,05/23/2014 11:38:57 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10025,2911 BROADWAY,BROADWAY,WEST 113 STREET,WEST 114 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/30/2014 09:47:44 AM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/23/2014 11:38:57 AM,09 MANHATTAN,MANHATTAN,993926,233091,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.806451529566786,-73.96504815972594,"(40.806451529566786, -73.96504815972594)"
28048551,05/15/2014 05:41:46 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10013,48B BOWERY,BOWERY,MANHATTAN BRIDGE,CANAL STREET,,,ADDRESS,NEW YORK,,N/A,Open,06/29/2014 05:41:46 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/23/2014 11:24:04 AM,03 MANHATTAN,MANHATTAN,985249,200036,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71572929256523,-73.99639630419831,"(40.71572929256523, -73.99639630419831)"
28047661,05/15/2014 05:25:27 PM,05/23/2014 11:12:37 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10012,376 WEST BROADWAY,WEST BROADWAY,BROOME STREET,SPRING STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/29/2014 05:25:27 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/23/2014 11:12:37 AM,02 MANHATTAN,MANHATTAN,983499,202919,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.723642457957226,-74.00270940630271,"(40.723642457957226, -74.00270940630271)"
28053224,05/15/2014 02:46:08 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10017,20 EAST 49 STREET,EAST 49 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,06/29/2014 02:46:08 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/15/2014 03:09:01 PM,05 MANHATTAN,MANHATTAN,990694,215261,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75751586226755,-73.97673995588198,"(40.75751586226755, -73.97673995588198)"
28047107,05/14/2014 10:24:52 AM,05/14/2014 01:22:50 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10026,2200 FREDERICK DOUGLAS BOULEVARD,FREDERICK DOUGLAS BOULEVARD,WEST 118 STREET,WEST 119 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/28/2014 10:24:52 AM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/14/2014 01:22:50 PM,10 MANHATTAN,MANHATTAN,996947,232961,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80609089050502,-73.95413589086918,"(40.80609089050502, -73.95413589086918)"
28033090,05/13/2014 04:59:44 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10011,126 WEST 13 STREET,WEST 13 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,06/27/2014 04:59:44 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/22/2014 12:36:25 PM,02 MANHATTAN,MANHATTAN,984721,207809,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73706433046593,-73.99830041620608,"(40.73706433046593, -73.99830041620608)"
28034194,05/13/2014 03:33:06 PM,05/22/2014 12:35:18 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10012,145 GREENE STREET,GREENE STREET,PRINCE STREET,WEST HOUSTON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/27/2014 03:33:06 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/22/2014 12:35:18 PM,02 MANHATTAN,MANHATTAN,984527,203569,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72542657783348,-73.99900063164043,"(40.72542657783348, -73.99900063164043)"
28038633,05/13/2014 02:30:52 PM,05/22/2014 12:23:08 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10010,12 EAST 22 STREET,EAST 22 STREET,BROADWAY,PARK AVENUE SOUTH,,,ADDRESS,NEW YORK,,N/A,Closed,05/27/2014 02:30:52 PM,The Department of Health and Mental Hygiene has contacted you and is acting on the information provided.,05/22/2014 12:23:08 PM,05 MANHATTAN,MANHATTAN,987313,209022,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.740393196842284,-73.98894674040002,"(40.740393196842284, -73.98894674040002)"
28039574,05/13/2014 01:56:02 PM,05/13/2014 03:02:58 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10022,956 THIRD AVENUE,THIRD AVENUE,EAST 57 STREET,EAST 58 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/27/2014 01:56:02 PM,The Department of Health and Mental Hygiene could not confirm a case of food poisoning because this complaint was submitted anonymously.  The location will be inspected according to its normal schedule for sanitary inspections.,05/13/2014 03:02:58 PM,06 MANHATTAN,MANHATTAN,993301,216325,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.760433985415034,-73.96732838529634,"(40.760433985415034, -73.96732838529634)"
28039573,05/13/2014 08:43:25 AM,05/13/2014 10:41:58 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10025,2642 BROADWAY,BROADWAY,WEST 100 STREET,WEST 101 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/27/2014 08:43:25 AM,The Department of Health and Mental Hygiene could not confirm a case of food poisoning because this complaint was submitted anonymously.  The location will be inspected according to its normal schedule for sanitary inspections.,05/13/2014 10:41:59 AM,07 MANHATTAN,MANHATTAN,992620,229790,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79739252299367,-73.96976983358209,"(40.79739252299367, -73.96976983358209)"
28031081,05/12/2014 09:56:05 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10030,2379 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,WEST 139 STREET,WEST 140 STREET,,,ADDRESS,NEW YORK,,N/A,Open,06/26/2014 09:56:05 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/13/2014 10:32:04 AM,10 MANHATTAN,MANHATTAN,1000359,237262,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81789037361611,-73.94180074406628,"(40.81789037361611, -73.94180074406628)"
28030048,05/12/2014 08:43:35 PM,05/22/2014 11:18:06 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10014,69 7 AVENUE SOUTH,7 AVENUE SOUTH,BLEECKER STREET,BARROW STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/26/2014 08:43:35 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/22/2014 11:18:06 AM,02 MANHATTAN,MANHATTAN,983271,206052,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73224175670874,-74.00353242487057,"(40.73224175670874, -74.00353242487057)"
28028648,05/12/2014 01:44:24 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10032,603 WEST 168 STREET,WEST 168 STREET,BROADWAY,FT WASHINGTON AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,06/26/2014 01:44:24 PM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/22/2014 11:13:39 AM,12 MANHATTAN,MANHATTAN,1000783,245789,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84129375828834,-73.94024788598199,"(40.84129375828834, -73.94024788598199)"
28015127,05/10/2014 03:12:42 PM,05/19/2014 02:27:25 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10018,452 FIFTH AVENUE,FIFTH AVENUE,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,05/24/2014 03:12:42 PM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/19/2014 02:27:26 PM,05 MANHATTAN,MANHATTAN,989167,213349,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75226888956903,-73.98225316139619,"(40.75226888956903, -73.98225316139619)"
28012217,05/09/2014 04:50:05 PM,05/19/2014 02:20:56 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10013,57 BAYARD STREET,BAYARD STREET,ELIZABETH STREET,MOTT STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/23/2014 04:50:05 PM,The Department of Health and Mental Hygiene has contacted you and is acting on the information provided.,05/19/2014 02:20:56 PM,03 MANHATTAN,MANHATTAN,984849,199912,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71538897835712,-73.99783923647315,"(40.71538897835712, -73.99783923647315)"
28007480,05/09/2014 11:21:33 AM,05/19/2014 02:18:48 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10002,77 CHRYSTIE STREET,CHRYSTIE STREET,HESTER STREET,GRAND STREET,,,ADDRESS,NEW YORK,,N/A,Closed,05/23/2014 11:21:33 AM,The Department of Health and Mental Hygiene has determined that the reported incident is isolated.  They will inspect the location according to its normal schedule for sanitary inspections. You can provide more information in a new Service Request by calling 311 or going online to www.nyc.gov/311.,05/19/2014 02:18:48 PM,03 MANHATTAN,MANHATTAN,985833,200592,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71725529412973,-73.99428950844033,"(40.71725529412973, -73.99428950844033)"
28002984,05/08/2014 10:52:03 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10017,150 EAST 47 STREET,EAST 47 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,06/22/2014 10:52:03 AM,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,05/08/2014 01:09:40 PM,06 MANHATTAN,MANHATTAN,991701,214106,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75434489029165,-73.97310640296308,"(40.75434489029165, -73.97310640296308)"
